niche_breadth_scaling_coef,m_immigration,m_immigration_black_mats,nu,dispersal_kernel_slope,i_sim
20,0.009,0.5,0.001,1e6,8871
4,0.5,0.005,1e-5,1e5,8872
20,0.9,0.01,0.01,10,8873
1,0.1,0.01,1e-6,1e5,8874
4,0.5,0.9,1e-4,100,8875
4,0.01,0.01,1e-4,10,8876
1,0.01,0.09,0.1,1e3,8877
20,0.005,0.1,1e-6,10,8878
4,0.9,0.005,0.001,1e5,8879
20,0.5,0.009,0.001,1e4,8880
4,0.001,0.1,1e-4,1e6,8881
4,0.009,0.005,1e-4,100,8882
1,0.5,0.1,1e-4,10,8883
20,0.1,0.001,0.01,1e4,8884
1,0.9,0.005,1e-5,1e3,8885
4,0.5,0.01,0.001,1e5,8886
20,0.09,0.5,0.001,10,8887
1,0.01,0.005,1e-5,10,8888
20,0.009,0.5,1e-4,100,8889
4,0.01,0.09,0.1,1e6,8890
1,0.01,0.005,1e-5,10,8891
1,0.05,0.05,1e-4,1e6,8892
1,0.09,0.005,0.001,10,8893
4,0.5,0.05,0.1,1e3,8894
1,0.09,0.09,1e-6,1e3,8895
4,0.001,0.009,1e-4,1e6,8896
20,0.09,0.009,0.1,10,8897
1,0.9,0.005,0.1,10,8898
20,0.9,0.05,0.001,1e6,8899
1,0.005,0.001,0.1,1e3,8900
20,0.01,0.5,1e-4,1e5,8901
20,0.005,0.1,1e-5,1e3,8902
4,0.009,0.1,0.001,1e5,8903
1,0.009,0.005,1e-6,1e3,8904
1,0.9,0.009,1e-6,1e6,8905
4,0.05,0.9,0.1,1e3,8906
1,0.05,0.001,1e-5,1e5,8907
20,0.5,0.9,1e-5,1e6,8908
20,0.001,0.09,0.001,10,8909
20,0.1,0.001,1e-6,10,8910
20,0.01,0.1,0.01,1e4,8911
1,0.001,0.9,1e-5,1e5,8912
20,0.09,0.005,1e-6,1e5,8913
20,0.09,0.005,0.001,1e6,8914
1,0.05,0.01,0.01,100,8915
20,0.009,0.001,0.001,10,8916
1,0.001,0.1,1e-4,1e6,8917
4,0.09,0.05,1e-4,100,8918
4,0.001,0.9,1e-4,1e4,8919
1,0.01,0.001,0.001,100,8920
4,0.9,0.05,1e-5,1e3,8921
4,0.9,0.9,1e-4,100,8922
4,0.1,0.05,1e-6,1e6,8923
20,0.1,0.001,0.01,1e5,8924
20,0.09,0.01,0.001,100,8925
4,0.1,0.005,0.1,1e3,8926
20,0.5,0.9,0.01,1e6,8927
20,0.09,0.5,0.001,1e3,8928
4,0.9,0.1,0.01,1e5,8929
1,0.005,0.9,0.001,1e4,8930
1,0.09,0.005,0.001,100,8931
1,0.01,0.01,0.01,10,8932
1,0.09,0.1,0.1,10,8933
4,0.001,0.01,1e-6,1e6,8934
1,0.9,0.009,1e-6,10,8935
20,0.001,0.01,1e-4,1e6,8936
20,0.05,0.005,1e-5,10,8937
20,0.09,0.05,1e-4,1e6,8938
1,0.09,0.1,1e-6,1e4,8939
4,0.001,0.009,1e-6,1e6,8940
1,0.09,0.001,1e-5,1e4,8941
4,0.1,0.009,0.001,1e4,8942
4,0.1,0.5,1e-6,1e5,8943
4,0.1,0.09,0.1,1e4,8944
20,0.01,0.1,0.1,1e3,8945
4,0.001,0.009,0.1,100,8946
4,0.001,0.009,0.01,100,8947
4,0.05,0.9,1e-5,1e4,8948
20,0.09,0.01,1e-4,1e4,8949
20,0.1,0.001,1e-6,10,8950
4,0.01,0.009,0.001,10,8951
20,0.9,0.005,0.01,1e6,8952
1,0.001,0.05,1e-4,1e5,8953
1,0.5,0.01,0.01,1e3,8954
1,0.001,0.009,0.001,1e3,8955
1,0.001,0.001,1e-5,1e6,8956
4,0.05,0.05,0.001,100,8957
4,0.05,0.009,1e-6,1e4,8958
20,0.1,0.05,0.001,1e5,8959
20,0.09,0.01,0.1,10,8960
4,0.009,0.001,1e-5,1e6,8961
20,0.001,0.09,0.01,1e4,8962
20,0.005,0.01,1e-6,1e3,8963
1,0.09,0.5,0.1,1e3,8964
20,0.05,0.009,0.1,100,8965
4,0.5,0.001,0.01,1e4,8966
4,0.09,0.01,1e-5,1e6,8967
4,0.9,0.005,1e-4,1e4,8968
1,0.9,0.009,1e-6,1e5,8969
1,0.9,0.01,1e-6,1e6,8970
4,0.01,0.005,0.01,1e5,8971
20,0.5,0.005,1e-5,1e5,8972
1,0.005,0.9,1e-5,1e3,8973
20,0.09,0.05,1e-5,100,8974
20,0.1,0.01,1e-4,1e3,8975
1,0.05,0.9,1e-5,100,8976
1,0.01,0.009,1e-5,1e4,8977
20,0.1,0.001,0.01,1e6,8978
1,0.005,0.009,0.1,1e6,8979
20,0.001,0.001,0.1,1e5,8980
20,0.01,0.1,0.001,100,8981
20,0.001,0.09,0.01,100,8982
1,0.1,0.001,1e-6,1e3,8983
4,0.009,0.05,1e-4,1e5,8984
20,0.09,0.09,1e-5,100,8985
1,0.001,0.005,0.01,100,8986
4,0.005,0.09,0.1,1e4,8987
4,0.9,0.005,1e-6,10,8988
4,0.09,0.9,0.01,1e4,8989
4,0.5,0.1,1e-4,10,8990
4,0.005,0.009,0.01,10,8991
4,0.09,0.005,1e-6,1e5,8992
20,0.5,0.1,1e-4,10,8993
1,0.009,0.005,1e-4,1e5,8994
1,0.09,0.01,1e-6,1e4,8995
1,0.001,0.001,0.1,1e5,8996
1,0.9,0.001,1e-5,100,8997
4,0.005,0.5,1e-4,1e3,8998
20,0.05,0.009,1e-4,1e5,8999
4,0.05,0.01,0.01,1e5,9000
20,0.09,0.01,0.001,10,9001
1,0.5,0.5,1e-4,100,9002
20,0.5,0.01,1e-4,1e5,9003
4,0.001,0.09,1e-5,1e3,9004
20,0.05,0.1,0.1,100,9005
20,0.005,0.005,1e-5,100,9006
20,0.9,0.09,1e-5,10,9007
20,0.1,0.009,0.001,1e3,9008
20,0.09,0.009,1e-5,1e3,9009
4,0.01,0.05,0.1,1e6,9010
1,0.005,0.009,1e-6,1e5,9011
4,0.5,0.05,1e-4,1e3,9012
4,0.005,0.05,0.01,100,9013
4,0.5,0.009,0.01,1e3,9014
4,0.9,0.001,1e-4,1e5,9015
20,0.1,0.1,1e-6,100,9016
4,0.9,0.5,0.01,1e3,9017
4,0.05,0.05,1e-5,1e3,9018
20,0.9,0.1,0.1,1e6,9019
4,0.005,0.005,0.1,1e5,9020
20,0.05,0.005,0.01,10,9021
4,0.1,0.1,1e-6,1e5,9022
20,0.009,0.5,1e-6,1e5,9023
1,0.009,0.9,1e-5,1e5,9024
20,0.005,0.9,1e-5,1e6,9025
1,0.09,0.5,0.01,1e3,9026
20,0.1,0.5,0.01,1e5,9027
4,0.05,0.005,1e-6,1e4,9028
1,0.005,0.005,0.01,1e6,9029
20,0.009,0.1,1e-4,10,9030
20,0.05,0.09,0.01,1e6,9031
1,0.009,0.009,1e-4,1e3,9032
1,0.5,0.01,0.001,10,9033
20,0.01,0.1,1e-6,1e6,9034
4,0.009,0.05,0.001,1e3,9035
20,0.9,0.5,1e-4,100,9036
20,0.5,0.1,0.01,1e6,9037
1,0.9,0.005,0.001,1e5,9038
1,0.5,0.001,0.01,1e4,9039
20,0.01,0.01,0.001,10,9040
20,0.9,0.9,1e-4,1e4,9041
1,0.09,0.05,0.001,1e3,9042
4,0.009,0.1,1e-4,1e5,9043
4,0.009,0.5,1e-4,100,9044
4,0.001,0.09,0.1,100,9045
20,0.5,0.9,1e-6,1e6,9046
20,0.001,0.9,1e-4,1e4,9047
20,0.001,0.9,0.001,100,9048
20,0.01,0.001,1e-4,1e4,9049
1,0.09,0.005,1e-6,1e4,9050
20,0.005,0.1,0.001,1e5,9051
1,0.09,0.009,1e-6,1e4,9052
20,0.05,0.5,1e-5,100,9053
4,0.005,0.5,0.1,100,9054
20,0.01,0.05,1e-5,10,9055
20,0.9,0.005,0.01,1e5,9056
4,0.09,0.05,1e-6,1e6,9057
1,0.01,0.09,0.01,1e5,9058
1,0.5,0.1,0.01,100,9059
20,0.5,0.09,1e-5,100,9060
20,0.1,0.05,0.01,1e3,9061
1,0.09,0.1,1e-6,1e6,9062
4,0.01,0.01,0.01,100,9063
4,0.05,0.1,0.01,100,9064
20,0.9,0.009,0.1,100,9065
20,0.1,0.009,0.1,100,9066
20,0.001,0.09,0.001,1e5,9067
4,0.005,0.1,0.1,1e3,9068
1,0.9,0.01,1e-5,1e4,9069
1,0.005,0.009,1e-4,1e5,9070
20,0.01,0.01,1e-4,1e6,9071
20,0.05,0.01,1e-4,10,9072
1,0.5,0.5,1e-5,100,9073
4,0.1,0.05,1e-5,1e3,9074
1,0.009,0.1,0.1,1e5,9075
20,0.05,0.005,0.1,10,9076
20,0.5,0.009,0.001,10,9077
20,0.05,0.009,0.001,1e3,9078
1,0.05,0.5,1e-6,10,9079
1,0.01,0.09,0.01,10,9080
1,0.005,0.09,1e-5,1e3,9081
20,0.05,0.5,1e-6,1e5,9082
1,0.5,0.5,1e-5,10,9083
20,0.9,0.1,0.001,1e5,9084
20,0.5,0.5,0.1,1e3,9085
1,0.005,0.001,1e-4,1e3,9086
1,0.05,0.01,0.01,1e6,9087
20,0.001,0.5,0.1,1e6,9088
4,0.001,0.9,1e-5,10,9089
20,0.1,0.5,0.1,100,9090
20,0.5,0.5,1e-4,1e4,9091
20,0.05,0.09,0.001,100,9092
20,0.009,0.009,0.001,10,9093
1,0.5,0.009,0.01,1e4,9094
20,0.1,0.001,1e-5,100,9095
20,0.9,0.005,1e-4,1e3,9096
1,0.09,0.09,1e-6,1e3,9097
20,0.05,0.01,1e-4,1e6,9098
4,0.5,0.1,0.01,1e6,9099
4,0.9,0.005,0.1,1e3,9100
20,0.01,0.05,1e-5,100,9101
4,0.01,0.09,0.001,100,9102
20,0.5,0.009,1e-6,10,9103
4,0.05,0.009,1e-6,100,9104
20,0.5,0.09,0.01,1e4,9105
20,0.01,0.09,1e-4,10,9106
20,0.005,0.05,0.01,100,9107
4,0.001,0.9,1e-5,1e5,9108
20,0.001,0.005,0.1,10,9109
1,0.09,0.01,0.1,1e5,9110
20,0.1,0.001,0.1,1e6,9111
4,0.5,0.005,1e-6,1e6,9112
1,0.001,0.001,0.001,10,9113
20,0.5,0.009,0.01,1e6,9114
4,0.09,0.05,1e-6,1e3,9115
4,0.09,0.09,1e-5,1e6,9116
1,0.9,0.05,0.01,1e4,9117
1,0.001,0.001,0.1,10,9118
4,0.05,0.01,0.1,1e5,9119
1,0.5,0.9,0.001,10,9120
4,0.009,0.5,0.1,1e3,9121
1,0.009,0.09,1e-5,1e3,9122
1,0.05,0.1,1e-4,1e3,9123
4,0.9,0.009,0.01,10,9124
20,0.001,0.1,1e-4,1e3,9125
1,0.5,0.09,0.01,10,9126
20,0.5,0.09,0.001,1e3,9127
1,0.09,0.5,1e-4,10,9128
20,0.009,0.09,1e-4,10,9129
4,0.9,0.009,1e-6,1e4,9130
20,0.01,0.01,1e-4,10,9131
20,0.1,0.05,0.1,1e4,9132
4,0.09,0.005,1e-5,10,9133
20,0.09,0.9,1e-4,100,9134
20,0.005,0.001,1e-5,1e3,9135
1,0.09,0.05,0.1,1e6,9136
1,0.001,0.001,1e-6,1e5,9137
20,0.001,0.001,0.1,10,9138
20,0.1,0.009,0.001,1e3,9139
4,0.09,0.1,0.001,1e5,9140
1,0.005,0.009,0.01,1e4,9141
4,0.5,0.1,0.1,1e4,9142
1,0.09,0.001,0.1,1e6,9143
20,0.005,0.005,1e-4,1e5,9144
1,0.001,0.001,0.01,1e6,9145
20,0.005,0.09,1e-5,1e4,9146
4,0.9,0.05,0.1,1e6,9147
4,0.05,0.005,0.001,10,9148
20,0.005,0.05,1e-5,1e3,9149
1,0.5,0.01,0.001,1e5,9150
4,0.01,0.9,1e-6,100,9151
20,0.005,0.1,0.001,1e6,9152
4,0.009,0.5,0.1,1e5,9153
20,0.01,0.5,1e-5,100,9154
4,0.001,0.009,0.01,1e3,9155
20,0.05,0.9,1e-6,1e5,9156
4,0.1,0.001,0.001,1e5,9157
4,0.05,0.1,1e-5,1e6,9158
1,0.005,0.5,0.1,1e4,9159
20,0.01,0.001,0.1,1e5,9160
1,0.9,0.05,0.1,100,9161
4,0.009,0.5,0.001,100,9162
4,0.09,0.09,0.1,1e4,9163
20,0.09,0.01,0.001,1e6,9164
20,0.1,0.01,0.1,100,9165
1,0.05,0.001,1e-4,1e3,9166
4,0.001,0.005,0.001,1e4,9167
1,0.005,0.05,0.01,1e5,9168
20,0.1,0.1,1e-4,1e4,9169
4,0.05,0.01,0.001,1e5,9170
1,0.05,0.05,0.001,1e5,9171
4,0.01,0.09,1e-5,1e5,9172
4,0.1,0.5,1e-6,1e4,9173
20,0.09,0.1,0.1,10,9174
4,0.01,0.009,0.1,1e6,9175
4,0.9,0.009,0.001,10,9176
4,0.005,0.1,0.1,1e3,9177
20,0.009,0.5,0.1,100,9178
20,0.009,0.001,0.1,1e5,9179
20,0.05,0.01,0.001,1e6,9180
1,0.01,0.5,1e-5,10,9181
1,0.009,0.1,1e-4,1e4,9182
4,0.9,0.09,0.001,1e3,9183
1,0.09,0.09,1e-6,1e6,9184
4,0.1,0.005,1e-4,10,9185
4,0.009,0.01,0.001,100,9186
20,0.9,0.001,0.01,1e5,9187
20,0.009,0.05,1e-4,1e6,9188
1,0.009,0.09,1e-6,1e6,9189
4,0.9,0.001,0.001,1e4,9190
1,0.01,0.001,0.1,1e3,9191
20,0.005,0.5,0.1,1e4,9192
20,0.5,0.09,0.001,1e4,9193
20,0.009,0.005,1e-6,1e5,9194
20,0.9,0.01,1e-4,100,9195
20,0.5,0.009,0.001,1e3,9196
20,0.009,0.9,1e-6,1e3,9197
1,0.01,0.05,0.1,100,9198
4,0.05,0.009,0.001,1e4,9199
4,0.05,0.005,1e-5,1e5,9200
1,0.9,0.01,1e-6,1e4,9201
4,0.001,0.09,0.001,10,9202
4,0.005,0.001,0.1,1e4,9203
4,0.009,0.5,0.1,100,9204
20,0.1,0.1,0.1,1e6,9205
20,0.009,0.5,1e-6,100,9206
1,0.09,0.001,1e-6,1e6,9207
1,0.09,0.009,0.001,100,9208
1,0.005,0.05,0.01,1e3,9209
4,0.09,0.01,1e-6,100,9210
4,0.5,0.1,1e-6,10,9211
4,0.9,0.01,1e-6,1e5,9212
4,0.001,0.005,0.1,100,9213
4,0.1,0.09,1e-4,1e6,9214
4,0.05,0.5,1e-5,1e5,9215
4,0.09,0.5,1e-4,1e5,9216
20,0.1,0.5,0.001,1e5,9217
20,0.005,0.1,0.001,1e3,9218
20,0.9,0.9,1e-5,10,9219
20,0.001,0.05,1e-4,1e3,9220
1,0.05,0.9,1e-5,1e4,9221
4,0.005,0.009,1e-4,100,9222
4,0.5,0.9,1e-5,1e3,9223
1,0.5,0.09,0.01,1e4,9224
4,0.001,0.5,0.1,1e3,9225
20,0.05,0.005,0.1,1e6,9226
1,0.001,0.5,0.01,1e4,9227
20,0.01,0.005,0.1,1e6,9228
20,0.1,0.005,1e-6,1e5,9229
1,0.9,0.009,1e-6,10,9230
4,0.01,0.1,0.1,1e3,9231
4,0.005,0.05,0.01,1e5,9232
20,0.5,0.5,1e-4,1e5,9233
4,0.09,0.05,0.01,1e5,9234
1,0.005,0.09,0.1,1e6,9235
4,0.1,0.1,1e-6,1e6,9236
4,0.005,0.5,1e-6,1e5,9237
4,0.05,0.009,1e-6,1e6,9238
4,0.09,0.05,1e-5,100,9239
4,0.001,0.01,1e-4,1e4,9240
20,0.5,0.009,1e-5,1e4,9241
1,0.009,0.005,0.001,1e3,9242
4,0.1,0.05,1e-4,1e5,9243
4,0.09,0.9,0.01,1e6,9244
20,0.009,0.001,1e-5,1e6,9245
1,0.001,0.9,1e-6,1e4,9246
4,0.001,0.009,0.001,100,9247
4,0.009,0.009,0.01,1e4,9248
4,0.1,0.05,1e-4,1e5,9249
1,0.01,0.5,1e-5,1e3,9250
1,0.005,0.001,0.001,1e3,9251
1,0.005,0.05,0.1,1e3,9252
4,0.1,0.001,0.1,1e5,9253
4,0.001,0.05,0.001,10,9254
4,0.1,0.005,1e-4,1e3,9255
20,0.09,0.09,0.1,100,9256
20,0.09,0.005,0.01,100,9257
4,0.05,0.05,1e-4,1e5,9258
1,0.05,0.1,1e-5,10,9259
20,0.5,0.09,1e-4,1e4,9260
20,0.001,0.05,1e-6,1e5,9261
4,0.09,0.9,0.1,1e5,9262
20,0.001,0.001,0.001,1e5,9263
20,0.09,0.05,1e-6,100,9264
1,0.009,0.1,0.1,1e5,9265
4,0.5,0.5,0.1,10,9266
1,0.005,0.05,1e-5,100,9267
1,0.5,0.9,1e-6,1e4,9268
4,0.5,0.009,1e-5,1e3,9269
1,0.9,0.05,1e-6,100,9270
20,0.05,0.1,0.001,1e3,9271
1,0.9,0.005,1e-4,100,9272
4,0.09,0.05,1e-4,10,9273
4,0.005,0.01,1e-4,1e5,9274
1,0.009,0.5,1e-4,1e3,9275
20,0.001,0.001,1e-5,1e6,9276
20,0.9,0.9,0.001,10,9277
4,0.1,0.09,0.1,1e6,9278
4,0.01,0.1,0.1,1e3,9279
1,0.009,0.05,0.01,1e4,9280
1,0.005,0.001,0.01,1e6,9281
20,0.01,0.009,1e-5,1e3,9282
20,0.05,0.005,0.001,1e4,9283
20,0.009,0.9,1e-5,1e6,9284
4,0.001,0.09,0.1,1e4,9285
4,0.9,0.1,1e-5,10,9286
4,0.5,0.9,0.1,1e3,9287
20,0.005,0.05,0.001,100,9288
1,0.5,0.005,1e-6,1e6,9289
1,0.01,0.001,0.001,100,9290
20,0.005,0.009,0.001,1e6,9291
4,0.01,0.01,0.01,1e4,9292
1,0.5,0.09,1e-5,1e5,9293
4,0.005,0.05,1e-5,10,9294
4,0.05,0.09,1e-5,10,9295
4,0.009,0.5,0.001,1e3,9296
20,0.9,0.5,1e-6,1e5,9297
4,0.1,0.001,0.1,1e5,9298
20,0.9,0.05,0.01,100,9299
20,0.5,0.5,1e-5,1e6,9300
1,0.009,0.005,0.01,10,9301
20,0.001,0.5,1e-4,1e6,9302
4,0.01,0.5,0.01,1e6,9303
1,0.009,0.1,1e-6,1e5,9304
1,0.9,0.001,1e-6,10,9305
20,0.1,0.09,1e-4,10,9306
1,0.01,0.1,1e-4,1e6,9307
1,0.001,0.01,1e-6,1e3,9308
20,0.9,0.01,1e-5,100,9309
1,0.005,0.005,1e-6,1e3,9310
1,0.9,0.009,1e-5,1e5,9311
20,0.009,0.1,0.001,1e5,9312
4,0.09,0.05,0.1,1e5,9313
4,0.09,0.1,1e-4,1e6,9314
4,0.001,0.05,0.01,1e5,9315
4,0.01,0.001,0.01,1e4,9316
20,0.01,0.5,0.1,10,9317
20,0.009,0.09,0.1,1e3,9318
1,0.1,0.005,0.001,1e4,9319
4,0.009,0.01,0.1,10,9320
1,0.05,0.005,0.1,1e6,9321
1,0.01,0.005,0.001,100,9322
20,0.005,0.01,0.1,1e4,9323
1,0.09,0.9,1e-4,100,9324
1,0.001,0.09,1e-4,1e5,9325
1,0.5,0.05,1e-4,1e3,9326
4,0.009,0.009,1e-4,1e3,9327
4,0.9,0.01,0.1,100,9328
20,0.001,0.09,0.001,10,9329
1,0.05,0.005,0.001,1e5,9330
1,0.1,0.5,1e-6,1e4,9331
1,0.01,0.09,0.1,100,9332
4,0.001,0.9,1e-4,1e5,9333
1,0.01,0.05,0.01,1e3,9334
4,0.01,0.1,0.001,1e3,9335
20,0.1,0.9,0.01,1e6,9336
1,0.05,0.5,1e-5,10,9337
1,0.05,0.1,1e-5,1e6,9338
4,0.05,0.001,0.1,1e6,9339
20,0.1,0.1,0.001,10,9340
20,0.1,0.09,1e-5,1e3,9341
1,0.005,0.1,0.001,10,9342
20,0.01,0.09,0.001,1e4,9343
1,0.009,0.09,0.1,10,9344
4,0.005,0.05,0.1,1e6,9345
4,0.1,0.9,1e-5,1e5,9346
1,0.9,0.1,1e-6,1e5,9347
1,0.005,0.1,0.1,1e6,9348
20,0.01,0.05,0.1,100,9349
1,0.9,0.05,0.1,10,9350
1,0.009,0.9,1e-4,1e3,9351
4,0.05,0.001,1e-6,1e6,9352
4,0.001,0.09,1e-4,1e3,9353
4,0.1,0.5,1e-5,100,9354
1,0.009,0.05,1e-4,10,9355
1,0.009,0.9,1e-6,100,9356
4,0.5,0.9,1e-5,1e6,9357
4,0.01,0.1,1e-6,1e3,9358
4,0.09,0.01,1e-5,1e3,9359
1,0.5,0.001,0.01,1e5,9360
1,0.09,0.01,0.01,10,9361
1,0.9,0.005,0.001,1e3,9362
20,0.05,0.01,1e-4,10,9363
20,0.5,0.001,0.01,1e4,9364
1,0.01,0.09,1e-5,10,9365
20,0.001,0.05,1e-5,10,9366
20,0.009,0.5,0.001,10,9367
4,0.009,0.9,0.01,1e6,9368
1,0.001,0.005,1e-6,1e4,9369
1,0.9,0.05,1e-5,100,9370
4,0.09,0.5,0.01,10,9371
4,0.9,0.05,1e-6,1e3,9372
4,0.009,0.005,1e-4,1e3,9373
1,0.09,0.01,1e-4,1e6,9374
1,0.1,0.005,1e-6,1e6,9375
4,0.1,0.9,1e-4,100,9376
4,0.09,0.01,0.01,10,9377
4,0.9,0.1,0.1,1e4,9378
1,0.1,0.01,0.1,1e6,9379
1,0.9,0.9,1e-6,1e4,9380
1,0.1,0.1,0.01,1e4,9381
4,0.001,0.009,0.01,100,9382
4,0.005,0.09,1e-5,1e5,9383
20,0.09,0.5,1e-6,1e5,9384
1,0.01,0.1,0.001,1e4,9385
1,0.9,0.001,1e-5,1e6,9386
20,0.1,0.01,1e-6,10,9387
1,0.01,0.005,1e-4,1e3,9388
1,0.09,0.05,1e-4,1e4,9389
4,0.001,0.5,0.01,1e6,9390
20,0.001,0.09,1e-5,1e3,9391
20,0.005,0.05,0.1,1e3,9392
20,0.009,0.009,0.1,1e3,9393
20,0.05,0.1,0.01,1e4,9394
20,0.005,0.05,1e-4,1e6,9395
20,0.1,0.9,1e-5,1e5,9396
20,0.005,0.005,0.001,1e6,9397
4,0.5,0.009,1e-4,100,9398
4,0.01,0.09,0.1,1e4,9399
4,0.009,0.5,0.1,1e6,9400
20,0.009,0.05,0.1,1e6,9401
20,0.005,0.009,1e-4,1e6,9402
20,0.9,0.09,0.1,10,9403
4,0.001,0.1,0.1,1e6,9404
20,0.005,0.009,1e-4,1e4,9405
1,0.001,0.09,1e-6,1e4,9406
20,0.005,0.005,0.001,10,9407
20,0.005,0.01,1e-6,1e6,9408
1,0.01,0.1,1e-6,1e6,9409
20,0.01,0.01,1e-4,1e6,9410
4,0.1,0.1,0.1,1e3,9411
4,0.5,0.9,0.01,1e4,9412
20,0.05,0.009,1e-6,1e4,9413
20,0.05,0.5,1e-4,1e4,9414
20,0.9,0.1,0.01,100,9415
20,0.001,0.001,0.001,1e5,9416
4,0.009,0.009,0.1,1e5,9417
1,0.001,0.005,0.1,1e3,9418
4,0.9,0.001,1e-6,1e6,9419
20,0.09,0.9,0.1,10,9420
1,0.01,0.05,0.001,10,9421
20,0.01,0.1,1e-5,1e4,9422
1,0.1,0.5,0.01,100,9423
4,0.9,0.1,0.1,1e4,9424
20,0.1,0.05,1e-4,1e4,9425
20,0.1,0.05,0.001,1e4,9426
1,0.5,0.09,0.1,1e3,9427
20,0.5,0.1,1e-5,1e5,9428
20,0.9,0.1,0.01,1e5,9429
4,0.9,0.09,0.01,100,9430
1,0.005,0.09,1e-4,100,9431
4,0.09,0.5,1e-5,1e5,9432
4,0.01,0.09,0.01,1e6,9433
20,0.9,0.009,1e-4,1e4,9434
4,0.1,0.009,1e-5,1e6,9435
1,0.9,0.5,1e-4,100,9436
1,0.009,0.05,1e-6,1e3,9437
4,0.01,0.05,0.01,10,9438
1,0.9,0.005,1e-5,1e4,9439
20,0.9,0.09,1e-5,100,9440
20,0.05,0.1,0.001,10,9441
20,0.005,0.009,0.01,1e3,9442
1,0.005,0.05,1e-6,100,9443
1,0.001,0.01,1e-5,100,9444
4,0.9,0.9,0.01,1e3,9445
4,0.1,0.1,1e-4,1e4,9446
4,0.009,0.05,0.01,1e6,9447
1,0.01,0.9,1e-5,1e4,9448
20,0.9,0.001,1e-5,1e6,9449
1,0.009,0.05,0.01,10,9450
1,0.9,0.9,0.1,1e5,9451
4,0.009,0.1,1e-4,100,9452
20,0.9,0.005,1e-6,1e5,9453
20,0.01,0.9,0.1,1e6,9454
4,0.1,0.5,1e-6,1e4,9455
4,0.9,0.1,1e-4,1e3,9456
4,0.09,0.05,0.01,1e6,9457
20,0.9,0.05,0.01,1e5,9458
20,0.1,0.01,0.1,1e4,9459
1,0.1,0.09,1e-5,1e6,9460
1,0.009,0.005,1e-6,1e6,9461
4,0.001,0.01,1e-4,1e6,9462
4,0.9,0.5,1e-5,1e5,9463
4,0.005,0.009,0.1,1e3,9464
4,0.9,0.05,1e-6,10,9465
4,0.005,0.09,1e-4,1e6,9466
4,0.1,0.05,0.01,1e4,9467
20,0.9,0.9,0.01,1e5,9468
1,0.1,0.01,1e-5,10,9469
20,0.009,0.9,0.01,10,9470
4,0.9,0.5,1e-4,10,9471
4,0.009,0.001,1e-4,1e4,9472
1,0.05,0.9,0.001,100,9473
20,0.001,0.1,0.01,1e4,9474
4,0.05,0.05,0.1,1e3,9475
20,0.01,0.1,1e-5,10,9476
20,0.01,0.001,0.001,1e6,9477
1,0.05,0.09,1e-5,10,9478
4,0.001,0.001,0.1,1e3,9479
4,0.5,0.001,1e-5,100,9480
1,0.005,0.009,1e-6,100,9481
1,0.5,0.9,0.1,100,9482
1,0.009,0.5,0.001,1e5,9483
20,0.001,0.009,1e-5,1e3,9484
20,0.001,0.005,1e-5,1e6,9485
4,0.1,0.05,0.01,100,9486
4,0.01,0.09,1e-4,1e6,9487
4,0.005,0.009,0.001,1e5,9488
20,0.009,0.005,1e-6,10,9489
4,0.05,0.09,1e-6,10,9490
20,0.5,0.1,1e-5,1e6,9491
20,0.5,0.01,1e-4,10,9492
20,0.09,0.05,1e-4,100,9493
4,0.05,0.009,0.01,1e4,9494
4,0.1,0.9,0.001,1e3,9495
4,0.001,0.005,1e-5,1e6,9496
4,0.001,0.009,1e-4,1e5,9497
4,0.09,0.009,0.001,1e3,9498
4,0.05,0.9,0.01,1e3,9499
1,0.05,0.5,1e-5,1e6,9500
1,0.05,0.09,0.01,1e4,9501
1,0.9,0.9,0.01,100,9502
4,0.05,0.09,1e-6,10,9503
4,0.09,0.5,0.001,100,9504
4,0.01,0.09,0.1,1e6,9505
20,0.01,0.5,1e-5,100,9506
1,0.005,0.001,0.01,1e5,9507
20,0.1,0.001,0.1,10,9508
20,0.09,0.5,0.001,10,9509
1,0.01,0.01,0.1,100,9510
4,0.5,0.09,1e-4,1e6,9511
20,0.1,0.01,1e-6,1e5,9512
1,0.005,0.01,1e-5,1e3,9513
1,0.05,0.009,1e-4,1e3,9514
4,0.9,0.001,0.001,1e5,9515
4,0.005,0.009,1e-6,1e3,9516
1,0.09,0.1,1e-4,1e5,9517
20,0.05,0.9,0.001,1e4,9518
1,0.5,0.001,0.001,1e6,9519
1,0.1,0.009,0.001,10,9520
20,0.05,0.09,1e-4,1e4,9521
20,0.05,0.009,0.1,10,9522
20,0.009,0.01,1e-6,1e6,9523
1,0.5,0.005,1e-4,1e5,9524
20,0.09,0.01,0.01,1e5,9525
1,0.1,0.009,0.001,1e4,9526
20,0.5,0.1,0.01,100,9527
4,0.9,0.5,0.1,1e3,9528
20,0.9,0.9,0.1,1e5,9529
1,0.05,0.001,0.1,1e5,9530
20,0.1,0.009,1e-6,1e4,9531
20,0.9,0.5,0.01,1e5,9532
1,0.5,0.5,0.01,100,9533
4,0.09,0.001,0.01,1e3,9534
4,0.09,0.005,0.001,10,9535
1,0.005,0.1,0.01,100,9536
20,0.09,0.01,1e-4,1e6,9537
4,0.005,0.09,1e-4,1e3,9538
1,0.5,0.009,0.1,1e3,9539
